;district;size (m²);price (M in HUF);balcony (m²);address;room(s);half_room(s)
0;013;48;59.0;;Kassák Lajos utca;2;
1;013;46;54.9;12.0;Csata utca;2;
2;007;63;39.9;;Rottenbiller utca;2;
3;007;50;39.9;;Almássy tér;2;
4;007;50;39.9;;Almássy tér;2;
5;007;63;39.9;;Rottenbiller utca;2;
6;007;102;99.99;;Erzsébet körút;4;
7;013;72;114.8;10.0;Úszódaru utca;3;
8;010;36;41.81;8.88;Zágrábi utca;1;
9;014;47;47.5;5.0;Limanova tér;2;
10;014;80;52.9;1.0;Gyarmat utca;2;
11;013;46;51.6;10.0;Lehel utca;1;
12;011;82;105.36;28.49;Szerenád utca;4;
13;007;56;39.99;4.0;Jósika utca;2;1.0
14;007;53;42.9;;Murányi utca;2;
15;006;37;48.99;4.98;Szondi utca;2;
16;011;50;69.9;13.81;Kánai út;2;
17;013;77;77.0;;Csanády utca;3;
18;006;43;51.99;;Szondi utca;2;
19;013;73;62.9;;Rózsafa utca;2;
20;003;73;62.0;;Rómaifürdő - Pók utcai lakótelep;3;1.0
21;003;47;51.1;05.Apr;Pünkösdfürdő utca;2;
22;003;56;63.3;16.Nov;Pünkösdfürdő utca;3;
23;013;43;40.9;;Jász utca;2;
24;013;51;59.9;6.0;Szabolcs utca;2;
25;006;44;55.99;8.65;Szondi utca;2;
26;013;79;92.9;7.0;Ambrus utca;4;
27;006;46;51.5;;Rózsa utca 90.;2;1.0
28;013;40;36.65;2.0;Szent László út;1;1.0
29;006;55;61.9;;Eötvös utca;2;1.0
30;013;65;63.9;;Pannónia utca;2;1.0
31;013;68;69.9;3.0;Országbíró utca;3;
32;006;74;102.99;10.83;Szondi utca;3;
33;013;71;86.36;16.0;Szabolcs utca;3;
34;013;58;91.5;40.0;Taksony utca;2;
35;013;39;56.9;;Szekszárdi utca;2;
36;009;46;61.64;14.Aug;Bárd utca;2;
37;013;44;64.05;10.0;Cserhalom utca;2;
38;007;45;35.8;;Dob utca;1;
39;015;116;75.85;;Józef Wysocki utca;3;
40;013;97;73.7;;Visegrádi utca;3;1.0
41;013;78;94.85;14.81;Tahi utca;3;
42;014;64;65.2;2.0;Alsórákos;3;
43;013;103;84.9;64.0;Lőportár utca;2;
44;013;63;88.46;9.63;Cserhalom utca;3;
45;013;45;56.35;9.0;Tahi utca;2;
46;013;76;86.57;08.Jul;Tahi utca;4;
47;013;57;64.32;;Szekszárdi utca;3;
48;013;49;80.0;10.0;Danubius utca;2;
49;011;110;119.9;17.0;Kelenföld;4;
50;013;45;64.05;10.54;Cserhalom utca;2;
51;011;51;71.4;27.42;Szerenád utca;2;
52;009;46;62.62;11.89;Bárd utca;2;
53;013;62;68.27;;Szekszárdi utca;3;
54;013;62;67.6;;Szekszárdi utca;3;
55;013;71;114.85;11.0;Danubius utca;3;
56;007;63;55.0;;Középső-Erzsébetváros;2;
57;013;57;72.19;15.0;Tahi utca;3;
58;011;53;59.9;;Kelenföld;1;1.0
59;011;49;65.7;8.55;Kánai út;2;
60;008;87;55.0;;Józsefváros - Csarnoknegyed;2;1.0
61;009;57;69.99;;Márton utca;2;
62;008;51;54.7;21.Jun;Fiumei út;2;
63;006;107;136.0;;Teréz körút;4;
64;009;52;68.9;8.0;Dandár utca;3;
65;009;55;67.3;20.Sept;Pápay István utca 5.;3;
66;009;51;71.2;21.Dec;Pápay István utca 5.;2;
67;013;56;61.0;06.Aug;Angyalföld - Lőportárdűlő;2;
68;013;78;103.4;38.0;Cserhalom utca;3;
69;013;116;140.61;;Cserhalom utca;5;
70;009;42;50.1;9.62;Pápay István utca 5.;1;1.0
71;013;60;65.5;;Szekszárdi utca;3;
72;003;36;39.9;5.35;Pünkösdfürdő utca;1;
73;013;68;49.0;;Visegrádi utca;4;
74;013;95;104.9;5.0;Kartács utca;3;1.0
75;013;44;73.12;;Cserhalom utca;2;
76;007;42;41.9;;Barcsay utca;2;
77;013;51;45.0;3.0;Bodor utca;2;
78;013;42;49.9;8.0;Vizafogó;1;
79;003;44;45.1;3.76;Pünkösdfürdő utca;2;
80;013;86;49.9;;Angyalföld - Lőportárdűlő;3;
81;013;52;51.9;2.0;József Attila tér;2;
82;003;210;249.0;50.0;Csillaghegy;6;
83;003;45;45.95;08.Apr;Pünkösdfürdő utca;2;
84;003;35;47.5;;Lajos utca;1;
85;007;50;41.4;;Rákóczi út;2;
86;003;50;51.4;02.Jun;Pünkösdfürdő utca;2;
87;007;55;38.9;4.0;Péterfy Sándor utca;3;1.0
88;011;85;79.9;16.0;Karinthy Frigyes út;4;
89;007;46;36.4;;Dob utca;2;
90;012;52;53.9;;Kléh István utca;2;
91;003;44;47.5;4.36;Pünkösdfürdő utca;2;
92;005;92;158.5;;Királyi Pál utca;3;
93;013;48;59.99;13.0;Csata utca;2;
94;003;71;129.9;18.0;Waterfront City lakópark;3;
95;002;52;100.0;4.0;Bem rakpart;2;
96;013;61;89.46;7.64;Cserhalom utca;3;
97;003;50;46.5;;Óbuda-Óváros;1;1.0
98;007;73;59.8;;Thököly út 19.;3;
99;014;56;58.0;;Ond vezér útja;2;1.0
100;015;46;42.0;;Rákospalota;2;
101;012;94;115.0;;Márvány utca;3;
102;011;62;59.4;;Tornavár utca;3;
103;001;68;66.79;;Víziváros;3;
104;003;86;142.0;34.0;Kadosa utca 15.;4;
105;005;130;249.0;;Október 6. utca;4;
106;014;31;43.0;5.0;Tábornok utca;1;1.0
107;003;52;50.0;;Szentendrei út;2;
108;003;87;85.0;3.0;Lőpormalom utca;2;2.0
109;006;53;46.9;;Teréz körút;2;
110;006;48;45.6;;Csengery utca;2;
111;003;51;39.9;;Búza utca;2;
112;013;55;59.5;2.0;Katona József utca;1;1.0
113;011;37;40.9;;Csóka utca;1;
114;003;90;129.9;130.0;Szent István utca;4;1.0
115;001;126;285.0;6.0;Márvány utca;4;
116;002;45;73.5;22.0;Ady Endre utca;2;
117;009;85;83.0;;Viola utca;3;
118;018;56;36.9;;Kézműves utca;2;1.0
119;021;59;35.9;;Kossuth Lajos utca;1;2.0
120;011;85;139.0;29.0;Alíz utca;3;
121;013;82;77.9;3.0;Szegedi út;3;
122;007;63;59.85;;Rózsák tere;2;
123;003;48;47.9;2.0;Veder utca;2;
124;013;43;49.2;4.0;Lehel utca;1;
125;002;144;199.0;4.0;Keleti Károly utca;5;1.0
126;014;62;50.8;;Adria sétány;2;1.0
127;009;51;63.8;5.0;Haller utca;2;
128;013;38;35.9;;Kassák Lajos utca;1;1.0
129;020;57;34.8;8.0;Baross utca;3;
130;008;110;87.0;;Baross utca;3;
131;013;200;448.0;80.0;Danubius utca;5;
132;009;50;27.0;;Szerkocsi utca;2;
133;008;32;49.0;7.0;Leonardo da Vinci utca;1;
134;002;60;68.0;2.0;Bem József utca;2;1.0
135;008;62;61.9;;Víg utca;2;1.0
136;007;22;20.5;;Garay utca;1;
137;014;39;35.9;;Czobor utca;1;1.0
138;013;52;54.6;10.0;Reitter Ferenc utca;2;
139;019;45;46.99;;Zalaegerszeg utca;3;
140;006;65;56.9;;Aradi utca;2;
141;003;52;38.5;5.0;Margitliget utca;2;
142;012;120;149.0;4.0;Diós árok;3;1.0
143;011;30;32.5;;Bercsényi utca;1;
144;003;49;41.9;4.0;Kis Korona utca;2;
145;014;40;38.89;;Erzsébet királyné útja;1;
146;013;62;99.0;15.0;Visegrádi utca;1;2.0
147;015;70;47.0;4.0;Nyírpalota út 71.;1;2.0
148;003;56;60.0;9.0;Pünkösdfürdő utca;2;1.0
149;010;42;42.5;7.0;Kada utca;1;1.0
150;002;85;84.0;2.0;Margit körút;3;
151;004;60;45.9;4.0;Munkásotthon utca;2;1.0
152;001;60;70.0;4.0;Lovas út;2;
153;003;51;45.0;6.0;Búza utca;2;
154;013;25;29.99;;Kassák Lajos utca 32.;1;
155;003;59;59.9;;Lajos utca;2;
156;003;52;52.9;;Szőlő utca;2;
157;011;66;119.0;12.0;Mikes Kelemen utca;3;
158;007;96;62.9;4.0;Csengery utca;3;
159;011;106;119.9;18.0;Solt utca;4;
160;001;65;147.0;15.0;Márvány utca;3;
161;011;51;53.8;4.0;Mohai köz;2;
162;009;78;88.3;17.57;Lenhossék utca;4;
163;009;49;62.3;12.0;Lenhossék utca;2;
164;009;47;67.6;23.72;Lenhossék utca;2;
165;009;41;46.14;12.0;Haller utca;2;
166;011;53;58.9;;Fehérvári út;1;1.0
167;007;42;37.5;;Damjanich utca;1;1.0
168;007;83;75.0;;Alsó erdősor;3;
169;007;64;55.9;;Klauzál tér;2;
170;001;40;76.0;;Márvány utca;2;
171;002;140;580.0;78.0;Kapás utca;4;
172;007;44;73.4;;Károly körút;2;
173;005;83;169.9;;Váci utca;2;
174;005;119;179.9;;Hercegprímás utca;3;
175;005;63;180.0;;Dorottya utca;2;
176;003;67;81.5;11.0;Pacsirtamező utca 30.;3;
177;002;120;175.0;11.0;Ördögárok utca;4;
178;014;66;43.9;4.0;Fogarasi út;2;1.0
179;009;42;59.9;28.0;Nádasdy utca 15/B;2;
180;013;41;39.99;;Váci út;1;
181;013;64;53.5;;Kresz Géza utca;2;
182;009;67;49.8;;Pöttyös utca;3;
183;008;54;52.9;;Bérkocsis utca;2;
184;006;120;119.0;;Podmaniczky utca;4;
185;014;50;37.0;4.0;Pillangó park;2;
186;003;60;91.2;6.0;Újlak;2;
187;003;66;99.9;9.0;Újlak;3;
188;011;157;125.0;6.0;Villányi út;6;
189;015;62;35.0;;Pázmány Péter utca;2;
190;001;68;66.79;3.0;Hattyú utca;3;
191;015;48;35.3;;Pestújhely;2;
192;009;85;69.9;;Ferenc körút;4;
193;007;51;56.95;;Erzsébet körút 22.;2;
194;013;49;49.99;;Frangepán utca 84a;2;
195;011;50;39.9;;Etele út;2;
196;013;124;79.9;2.0;Újpesti rakpart;3;2.0
197;005;38;49.9;;Belváros;1;1.0
198;013;69;42.5;2.0;Angyalföld;2;1.0
199;009;62;74.9;05.Nov;Pápay István utca 5.;3;
200;009;64;80.9;02.Dec;Pápay István utca 5.;3;
201;013;81;114.18;Jul.38;Szabolcs utca;4;
202;013;62;78.9;27.0;Kerekes utca;3;
203;006;96;179.9;;Andrássy út;3;
204;005;67;107.2;;Belváros;3;
205;013;67;94.8;32.16;Lehel utca;3;
206;009;85;69.9;;Belső-Ferencváros;6;
207;011;109;119.9;18.0;Solt utca;4;
208;013;48;41.9;;Garam utca;2;
209;015;48;35.3;2.0;József Attila utca;2;
210;008;31;46.96;25.32;Vajdahunyad utca;1;
211;008;56;44.8;;József körút;2;
212;008;68;45.9;;Somogyi Béla utca;2;
213;009;41;35.8;;Telepy utca;2;
214;006;53;39.9;;Andrássy út;1;1.0
215;013;80;64.0;;Újlipótváros;3;
216;006;107;136.0;;Teréz körút;4;
217;013;61;63.9;10.0;Angyalföld;3;
218;013;68;56.99;4.0;Népfürdő utca;3;
219;013;68;57.5;3.0;Kárpát utca;3;
220;009;63;43.9;;Középső-Ferencváros - Malmok;3;
221;007;61;47.0;;Baross tér;3;
222;005;149;320.0;;Sas utca 14.;4;
223;014;75;68.8;;Egressy út 5.;3;1.0
224;009;62;55.0;13.0;Márton utca;2;
225;009;57;61.86;3.86;Haller utca;3;
226;002;113;500.9;30.0;Bimbó út 80.;3;
227;005;56;85.0;02.Apr;Sas utca 14.;2;
228;007;53;45.0;;Marek József utca;1;
229;010;74;48.49;3.0;Somfa köz;4;
230;003;57;64.9;;Óbuda - Kísérleti lakótelep;2;1.0
231;007;25;34.9;;Alsó erdősor;1;
232;011;45;39.9;3.0;Kelenföldi lakótelep;2;
233;016;62;70.4;19.Aug;Iglói utca;3;
234;007;76;57.5;;Wesselényi utca;3;
235;003;58;91.2;6.55;Kecske utca;2;
236;003;103;158.0;8.0;Újlak;5;
237;003;44;64.9;13.0;Waterfront City lakópark;2;
238;011;80;124.9;32.0;Kelenföld;3;
239;011;34;45.62;03.Dec;Szerenád utca;1;
240;013;68;69.9;;Országbíró utca;3;
241;011;140;152.0;66.0;Beléndek utca;4;
242;011;104;151.0;87.0;Beléndek utca;4;
243;011;148;159.0;350.0;Beléndek utca;4;
244;011;58;70.9;5.0;Nándorfejérvári út;2;
245;011;109;156.0;87.0;Beléndek utca;4;
246;018;61;56.9;8.61;Margó Tivadar utca;4;
247;007;117;157.99;4.0;Erzsébet körút;4;
248;013;57;71.15;14.May;Tahi utca;3;
249;013;64;52.9;;Angyalföld;2;
250;013;77;93.9;9.0;Tahi utca;3;
251;009;50;69.69;;Márton utca;2;
252;020;42;32.5;;Határ út;2;
253;003;46;45.9;;Kadosa utca;1;1.0
254;011;75;99.9;20.0;Madárhegy;3;
255;006;99;140.0;;Jókai tér;3;1.0
256;007;106;79.0;;Wesselényi utca;4;
257;006;132;103.0;3.0;Király utca;4;
258;007;40;43.9;;Hársfa utca;2;
259;003;67;62.9;3.0;Rómaifürdő - Pók utcai lakótelep;3;
260;013;41;68.12;;Cserhalom utca;2;
261;001;113;365.0;50.0;Orom utca;4;
262;009;41;63.8;11.May;Mester utca;2;
263;010;62;43.9;;Székfűvirág utca;2;1.0
264;011;59;65.0;;Lágymányos - Műegyetem környéke;2;
265;007;25;34.9;;Alsó erdősor;1;
266;020;56;29.9;;Ábrahám Géza utca;2;
267;011;65;79.5;05.Dec;Kelenföld;3;
268;003;124;116.0;7.0;Óbuda-Óváros;4;1.0
269;013;116;159.0;8.0;Pozsonyi út;4;
270;008;76;39.9;;Kiss József utca;3;
271;003;115;116.0;7.0;Bécsi út;5;
272;008;29;22.9;;Diószegi Sámuel utca;1;
273;009;40;39.99;;Mester utca;2;
274;007;58;67.9;;Dob utca;2;
275;007;106;64.9;4.0;Középső-Erzsébetváros;3;
276;007;25;27.9;;Külső-Erzsébetváros;1;
277;007;31;29.9;;István utca;3;
278;003;62;99.9;9.89;Kecske utca;3;
279;009;41;36.99;;Középső-Ferencváros - Rehabilitációs terület;2;
280;005;84;115.0;;Sas utca 14.;2;
281;007;27;26.5;;Nefelejcs utca;1;
282;013;55;72.9;33.0;Angyalföld;2;1.0
283;013;60;56.8;7.0;Bodor utca;2;
284;013;90;115.0;4.0;Gogol utca;4;
285;005;156;200.36;2.0;Arany János utca;4;
286;011;157;125.0;09.Mar;Balogh lejtő;6;
287;009;73;48.9;;Középső-Ferencváros - Rehabilitációs terület;3;
288;008;46;46.99;3.0;Ciprus utca;2;
289;009;70;49.9;;Üllői út;2;
290;008;33;25.6;;Vajda Péter utca;1;
291;003;83;109.99;20.0;Aranyhegy;3;
292;003;86;89.9;2.0;Újlak;4;
293;009;41;61.0;10.66;Vaskapu utca;2;
294;013;83;96.0;3.0;Balzac utca;2;1.0
295;005;60;120.0;;Lipótváros;2;
296;008;52;45.0;;Pál utca;2;
297;005;107;115.0;;Belváros;3;
298;011;86;115.0;30.0;Madárhegy;4;
299;011;63;69.9;7.0;Kelenföld;3;
300;009;66;44.9;;Üllői út;2;1.0
301;009;42;44.9;9.0;Középső-Ferencváros;1;1.0
302;013;58;51.9;;Angyalföld - Lőportárdűlő;2;
303;013;29;31.9;;Újlipótváros;1;1.0
304;013;35;47.19;09.Aug;Tahi utca;1;
305;011;45;65.3;7.0;Kánai út;2;
306;009;48;63.9;10.35;Márton utca;2;
307;012;59;64.49;;Krisztinaváros;3;
308;007;99;104.9;;Wesselényi utca;3;
309;002;80;84.85;6.0;Árpád fejedelem útja;3;
310;012;96;64.9;6.0;Németvölgy;3;2.0
311;003;36;39.9;;Raktár utca;1;
312;009;63;54.9;1.0;Márton utca;3;
313;011;81;139.9;;Kelenföld;3;
314;013;44;64.3;6.75;Cserhalom utca;2;
315;001;94;280.0;;Tárnok utca;3;1.0
316;023;60;62.2;27.0;Kertvárosi körút;3;
317;009;76;53.9;;Mester utca;3;
318;005;47;65.9;;Október 6. utca;2;
319;013;89;99.55;21.Dec;Cserhalom utca;4;
320;018;71;63.9;04.Aug;Margó Tivadar utca;3;
321;015;103;79.9;;Illyés Gyula utca;3;1.0
322;002;71;72.0;11.0;Lipótmező;2;
323;009;96;81.9;1.0;Bokréta utca;2;1.0
324;006;46;56.4;9.0;Rózsa utca;2;
325;003;47;42.9;;Óbuda-Óváros;2;
326;013;41;73.41;;Cserhalom utca;2;
327;003;81;64.9;1.0;Bécsi út;3;
328;005;64;198.0;;Vörösmarty tér;3;
329;018;51;36.9;;Lakatos-lakótelep;3;
330;013;52;51.9;05.Feb;József Attila tér;2;
331;007;72;72.9;;Dob utca;2;1.0
332;013;29;31.9;;Váci út;1;1.0
333;004;53;38.9;4.0;Rózsa utca;2;
334;013;71;53.9;;Csángó utca;3;
335;015;100;105.0;28.0;Rákospalota;3;1.0
336;007;40;33.0;;Belső-Erzsébetváros;1;
337;008;78;52.0;;Német utca;2;
338;015;89;89.9;20.0;Rákospalota;3;
339;009;45;46.22;3.0;Haller utca;2;
340;003;67;84.9;11.0;Csillagszem utca;3;
341;011;65;79.7;14.65;Kelenföld;2;
342;005;51;49.9;;Steindl Imre utca;2;
343;011;50;70.0;9.45;Kelenföld;2;
344;007;66;60.77;;Erzsébet körút;3;
345;011;67;86.7;13.39;Kelenföld;3;
346;018;55;39.9;64.0;Határ utca;2;
347;007;64;52.99;;Bethlen Gábor tér;2;1.0
348;018;52;47.85;18.0;Ráday Gedeon utca;2;
349;006;47;69.9;2.0;Belső-Terézváros;2;
350;011;58;55.0;;Fehérvári út;2;1.0
351;004;65;84.43;05.May;József Attila utca;3;
352;009;63;61.5;;Bokréta utca;1;2.0
353;014;57;51.9;6.0;Istvánmező;2;
354;008;56;44.8;;József körút;2;
355;008;65;45.0;;Kőris utca;3;
356;007;74;64.9;;Huszár utca;3;
357;014;51;50.9;5.0;Zászlós utca;2;
358;008;52;45.9;;Orczy tér;2;
359;007;87;59.9;;Dembinszky utca;3;
360;006;62;58.0;;Bajza utca;1;2.0
361;005;152;167.9;;Belváros;4;
362;003;77;79.99;25.0;Czetz János utca;2;
363;013;68;56.8;3.0;Népfürdő utca;3;
364;019;45;42.0;;Wekerletelep;2;
365;019;47;42.0;;Gutenberg körút;2;
366;007;56;44.5;;Szövetség utca;2;1.0
367;011;80;174.9;40.0;Spanyolrét;3;
368;005;104;119.0;;Apáczai Csere János utca;3;
369;014;32;42.99;;Törökőr;1;
370;011;63;65.0;3.0;Sopron út;3;
371;011;117;174.98;137.0;Gazdagrét;4;
372;011;172;240.0;30.0;Sasad;5;
373;018;45;42.9;5.83;Margó Tivadar utca;2;
374;018;45;42.9;5.83;Margó Tivadar utca;2;
375;011;95;159.9;102.67;Kelenföld;4;
376;009;27;44.9;10.92;Mester utca;1;
377;014;68;45.9;3.0;Örs vezér tere;3;
378;008;81;56.8;2.0;József körút;2;
379;002;25;38.9;;Széll Kálmán tér;1;1.0
380;011;62;79.9;;Tóberek utca;2;1.0
381;008;40;58.1;8.0;Horváth Mihály tér;2;
382;007;48;37.9;;Thököly út 42.;2;
383;008;60;43.9;5.0;Baross utca;2;
384;013;57;63.2;;Vizafogó-lakótelep;4;
385;010;65;35.9;10.0;Harmat utca;2;
386;010;51;33.3;;Kőrösi Csoma Sándor út;2;
387;010;31;32.9;6.0;Felsőrákos;1;
388;005;49;63.0;;Alkotmány utca;2;
389;013;41;70.32;;Cserhalom utca;2;
390;003;103;132.9;25.0;Csillaghegy;4;1.0
391;003;60;85.99;13.0;Lajos utca;3;
392;003;71;104.99;9.0;Lajos utca;3;
393;007;36;38.12;;Csengery utca;1;
394;003;90;129.9;24.0;Csillaghegy;4;1.0
395;008;51;34.9;4.0;Baross utca;2;
396;001;92;102.0;;Alagút utca;3;
397;008;65;69.9;4.0;Harminckettesek tere;3;
398;011;69;90.6;15.75;Kánai út;3;
399;009;75;57.5;;Belső-Ferencváros;2;1.0
400;009;46;51.5;08.Sept;Haller utca;2;
401;009;37;51.22;23.Mar;Haller utca;1;
402;011;60;99.9;;Kőérberek - Tóváros;3;
403;018;65;42.5;;Gloriett-lakótelep;3;
404;018;65;42.5;;Tövishát utca;1;2.0
405;013;40;57.0;10.0;Angyalföld;2;
406;009;29;45.13;8.0;Vaskapu utca;1;
407;008;65;45.0;;Kőris utca;3;
408;008;86;43.9;;Práter utca;4;
409;013;108;79.9;;Szent István körút;3;
410;019;42;44.59;8.0;Vak Bottyán utca 71-75.;2;
411;018;35;31.9;5.49;Margó Tivadar utca;1;
412;013;40;57.59;13.May;Lehel utca;2;
413;009;64;48.5;;Hőgyes Endre utca;2;
414;008;28;41.7;0.51;Horváth Mihály tér;1;
415;003;78;125.0;144.0;Nánási út;3;
416;013;75;89.9;20.0;Angyalföld - Lőportárdűlő;3;
417;007;59;89.0;;Belső-Erzsébetváros;2;
418;006;140;196.0;4.0;Andrássy út;4;
419;001;202;319.0;25.0;Gellérthegy;6;
420;007;73;95.9;;Klauzál utca;3;
421;013;83;92.7;15.23;Béke utca;3;
422;006;115;99.0;;Eötvös utca;2;
423;013;66;89.9;26.98;Angyalföld - Lőportárdűlő;3;
424;009;35;41.99;;Viola utca;1;
425;011;125;119.9;;Schweidel utca;4;1.0
426;009;91;68.9;;Középső-Ferencváros - Rehabilitációs terület;3;
427;019;32;37.07;26.Apr;Zrínyi utca;1;
428;011;51;68.1;13.Aug;Kánai út;2;
429;013;46;65.8;12.0;Csata utca;2;
430;012;76;152.83;8.0;Kissvábhegy;3;
431;014;68;44.0;3.0;Kerepesi út;3;
432;007;106;158.0;3.0;Belső-Erzsébetváros;3;
433;003;66;39.99;2.0;Bécsi út;2;1.0
434;003;47;41.5;;Óbudai lakótelep;1;1.0
435;004;61;64.9;6.0;Báthory utca;3;
436;013;45;62.2;8.0;Csata utca;2;
437;014;46;62.99;01.Jul;Törökőr;2;
438;013;48;59.0;;Angyalföld - Lőportárdűlő;2;
439;003;52;41.9;;Folyamőr utca;2;
440;008;76;72.5;;Práter utca;2;
441;012;69;115.0;19.0;Németvölgy;2;
442;003;57;89.9;20.0;Táborhegyi út;2;
443;014;55;44.9;4.0;Alsórákos;2;
444;009;84;81.9;1.0;Középső-Ferencváros - Rehabilitációs terület;3;
445;008;75;59.9;;Józsefváros - Népszínháznegyed;2;
446;013;67;84.9;38.0;Frangepán utca;3;
447;007;39;35.9;;Nefelejcs utca;1;1.0
448;011;73;105.8;14.0;Madárhegy;3;
449;005;58;64.9;;Belváros;2;1.0
450;012;90;262.8;32.0;Felső Svábhegyi út;3;
451;019;50;49.22;26.Apr;Zrínyi utca;2;
452;007;46;41.5;;Külső-Erzsébetváros - Ligetváros;1;
453;003;94;135.9;20.0;Testvérhegy;3;
454;011;73;89.0;30.82;Kelenföld;3;
455;013;93;119.9;65.0;Vizafogó - Marinapart;3;
456;017;69;78.98;26.78;Naplás út;3;
457;013;53;58.6;6.0;Béke utca;2;
458;013;77;85.7;10.0;Angyalföld;3;
459;009;81;78.9;1.0;Angyal utca;3;
460;013;43;55.46;5.73;Angyalföld - Lőportárdűlő;2;
461;011;75;144.9;90.0;Madárhegy;3;
462;008;58;42.9;;Józsefváros - Corvinnegyed;2;
463;013;63;89.52;;Cserhalom utca;3;
464;011;125;106.9;12.0;Laufenauer utca;4;
465;009;40;48.25;10.85;Haller utca;1;
466;009;81;78.99;3.0;Angyal utca;3;
467;007;86;86.0;4.0;Madách Imre út;2;1.0
468;003;76;135.9;06.Dec;Folyamőr utca;3;
469;009;56;52.0;;Belső-Ferencváros;4;
470;007;91;94.9;;Dohány utca;3;
471;013;51;67.7;5.0;Angyalföld - Lőportárdűlő;2;
472;013;72;106.54;;Cserhalom utca;3;
473;011;42;79.9;11.0;Madárhegy;2;
474;013;78;93.7;24.28;Béke utca;4;
475;014;55;46.2;2.0;Balázs utca;2;
476;013;87;77.9;3.0;Kresz Géza utca;4;
477;011;90;72.0;;Bartók Béla út;3;
478;019;66;63.41;11.0;Vak Bottyán utca 71-75.;3;
479;005;67;49.99;3.0;Károly körút;2;
480;013;67;99.0;16.0;Angyalföld - Lőportárdűlő;3;
481;013;46;63.0;4.0;Angyalföld - Lőportárdűlő;2;
482;008;64;105.0;11.0;Corvin sétány;2;1.0
483;014;43;39.5;;Balázs park;1;2.0
484;014;31;30.9;2.0;Ormos utca;1;
485;008;55;46.99;;Kőris utca;2;1.0
486;013;43;39.9;;Angyalföld;2;
487;011;66;52.0;;Mezőkövesd út;2;
488;006;53;42.3;;Külső-Terézváros;2;
489;002;69;149.0;;Törökvész;2;
490;006;78;64.0;;Teréz körút;3;
491;013;96;115.0;10.0;Vizafogó;3;
492;008;44;48.34;7.58;Illés utca;2;
493;008;43;45.39;;Illés utca;2;
494;008;67;68.35;8.46;Illés utca;3;
495;008;45;49.74;7.34;Illés utca;2;
496;011;31;29.9;4.0;Kelenföld;1;
497;013;44;52.9;5.0;Angyalföld - Lőportárdűlő;2;
498;003;65;45.39;5.0;Veder utca;3;
499;007;55;47.7;;Akácfa utca;2;
500;014;43;43.99;5.55;Kiszugló;2;
501;003;110;110.0;;Attila utca;4;
502;023;81;68.8;71.91;Kertvárosi körút;4;
503;013;68;43.79;;Kárpát utca;3;
504;003;94;124.99;18.0;Aranyhegy;3;
505;002;82;155.84;19.0;Bem rakpart;3;
506;011;60;113.39;15.25;Budafoki út;2;1.0
507;010;60;76.51;15.25;Zágrábi utca;3;
508;010;67;75.76;14.0;Zágrábi utca;4;
509;010;35;40.0;31.May;Zágrábi utca;1;
510;008;27;39.4;0.51;Horváth Mihály tér;1;
511;014;55;69.9;90.0;Vezér utca;2;
512;010;51;56.75;13.Oct;Zágrábi utca;3;
513;010;48;49.9;04.Sept;Zágrábi utca;2;
514;010;40;44.19;31.May;Zágrábi utca;1;
515;010;40;44.78;13.Oct;Zágrábi utca;2;
516;002;190;280.0;2.0;Felhévíz;5;
517;006;65;48.0;;Izabella utca;2;
518;011;78;59.9;;Bercsényi utca;2;
519;013;91;59.9;;Angyalföld;2;2.0
520;004;62;76.0;14.0;Wolfner utca;3;
521;007;60;39.9;;Nefelejcs utca;2;
522;014;56;37.5;;Nagy Lajos király útja;1;2.0
523;013;31;41.9;;Újlipótváros;1;
524;014;130;107.0;4.0;Thököly út;4;
525;007;115;74.75;2.0;Hársfa utca;4;1.0
526;011;49;49.5;;Kemenes utca;2;
527;014;155;115.0;15.May;Stefánia út;4;
528;011;54;47.0;1.0;Tűzkő utca;2;
529;006;65;46.9;;Eötvös utca;2;
530;007;65;40.3;;Dob utca;2;
531;004;94;35.0;;Újpest;2;
532;011;74;70.0;1.0;Kaptárkő utca;4;
533;014;123;94.9;4.0;Czobor utca;4;
534;014;64;48.0;;Semsey Andor utca;3;1.0
535;014;106;109.9;12.0;Ötvenes utca;2;2.0
536;013;46;64.56;10.0;Csata utca;2;
537;008;35;35.99;;Leonardo da Vinci utca;1;
538;014;31;47.19;4.58;Bosnyák utca;1;
539;008;102;57.5;;Luther utca;4;
540;008;106;64.9;4.0;Luther utca;3;
541;007;42;37.5;;Damjanich utca;1;1.0
542;013;49;42.99;05.Mar;Övezet utca;2;
543;012;96;64.9;8.0;Németvölgy;2;3.0
544;005;95;129.0;8.0;Petőfi Sándor utca;2;1.0
545;002;98;259.0;14.Apr;Margit utca;3;
546;005;93;176.0;3.0;Váci utca;3;
547;008;51;33.9;3.0;Baross utca;2;
548;011;48;51.0;3.0;Sopron út;2;
549;006;108;64.9;;Csengery utca;4;
550;014;147;115.0;15.0;Stefánia út;4;
551;003;107;149.9;28.0;Korongozó utca;3;1.0
552;008;40;34.9;;Józsefváros - Losoncinegyed;2;
553;008;146;84.9;;Rákóczi út;4;2.0
554;011;52;46.0;;Etele út;2;
555;013;54;68.5;1.0;Pozsonyi út;1;1.0
556;013;49;58.0;;Visegrádi utca;2;
557;008;44;66.3;8.85;Horváth Mihály tér;2;
558;013;48;67.7;25.Nov;Angyalföld - Lőportárdűlő;2;
