;district;size (m²);price (M in HUF);balcony (m²);address;room(s);half_room(s)
10792;011;33;30.9;;Lágymányosi utca;1;
10793;013;43;54.65;;Tátra utca;2;
10794;002;85;69.9;;Fekete Sas utca;2;
10795;004;53;42.5;;Nyár utca;2;
10796;017;45;32.8;;Rákoskeresztúri lakótelep;2;
10797;008;98;184.0;133.0;Józsefváros - Magdolnanegyed;3;
10798;015;103;59.9;16.0;Pázmány Péter utca;5;
10799;004;67;45.0;;Újpest;3;
10800;007;69;57.27;;Nyár utca;2;1.0
10801;002;86;260.0;;Tárogató út;3;
10802;018;64;54.9;16.0;Miklóstelep;2;
10803;007;73;65.0;;István utca;4;
10804;010;78;59.9;2.0;Kőbánya-Városközpont;3;
10805;007;79;53.5;;Dohány utca;3;
10806;009;66;42.5;;Külső-Ferencváros;2;
10807;011;59;65.5;4.0;Kelenföld;2;1.0
10808;013;66;56.5;3.0;Angyalföldi út;3;
10809;017;82;73.0;;Alsórákoshegy;3;
10810;007;91;72.9;;Csengery utca;3;
10811;007;81;71.0;;Rákóczi út;4;
10812;005;70;71.5;;Honvéd utca;2;
10813;016;106;95.0;;Rákosszentmihály;5;
10814;012;166;378.0;24.0;Mártonhegy;7;
10815;020;91;69.9;;Török Flóris utca;4;
10816;007;42;37.5;;Damjanich utca;1;1.0
10817;007;40;41.9;;Thököly út;1;1.0
10818;008;60;36.0;;Kálvária tér;2;
10819;016;20;25.9;;Sashalom - Nagyiccetelep;2;
10820;011;46;44.5;6.0;Fehérvári út;2;
10821;014;127;115.0;14.0;Stefánia út;4;
10822;013;70;54.9;;Tátra utca;2;
10823;020;85;57.4;;Kossuth Lajos utca;2;1.0
10824;013;41;29.0;;Angyalföld;1;
10825;016;53;36.9;;Rákosszentmihály;2;
10826;016;56;39.9;4.0;Gizella tér;1;2.0
10827;012;60;58.5;;Nagyenyed utca;3;
10828;011;113;136.0;7.0;Budafoki út;3;
10829;005;157;179.9;7.0;Párizsi utca;4;
10830;005;103;156.07;;Október 6. utca;2;
10831;009;36;44.99;;Bakáts tér;2;
10832;001;68;75.9;;Krisztinaváros;3;
10833;007;58;54.9;;Belső-Erzsébetváros;3;
10834;005;157;179.9;7.0;Belváros;4;
10835;011;44;38.78;;Bartók Béla út;1;
10836;007;119;74.0;;Vörösmarty utca;3;
10837;006;35;32.9;10.0;Külső-Terézváros - Diplomatanegyed;2;
10838;005;64;68.4;2.0;Lipótváros;2;
10839;006;91;89.7;;Belső-Terézváros;3;
10840;008;26;22.0;;Józsefváros - Magdolnanegyed;1;
10841;006;77;77.0;;Külső-Terézváros;3;
10842;001;50;47.9;;Krisztinaváros;1;
10843;008;77;46.9;;Józsefváros - Népszínháznegyed;2;1.0
10844;013;29;28.99;;Angyalföld - Lőportárdűlő;1;
10845;016;130;104.9;;Újmátyásföld;4;
10846;020;31;14.2;;Pacsirtatelep;1;
10847;019;42;32.5;;Kispest-Óváros;2;
10848;003;80;133.0;141.0;Kaszásdűlő - Filatorigát;3;
10849;014;42;29.9;6.0;Utász utca;1;
10850;014;38;40.9;;Törökőr;1;
10851;014;65;65.0;05.Dec;Öv utca;3;
10852;005;48;74.9;;Szent István körút;2;
10853;006;149;200.0;9.0;Belső-Terézváros;3;
10854;023;36;29.95;;Soroksár;1;
10855;014;55;42.0;;Kaffka Margit utca;2;
10856;008;87;77.9;;Józsefváros - Palotanegyed;3;
10857;007;44;45.0;;István utca;1;2.0
10858;006;15;25.0;;Külső-Terézváros;1;
10859;005;75;129.0;;Veres Pálné utca;2;
10860;007;55;53.0;;István utca;3;
10861;012;61;63.9;;Maros utca;2;1.0
10862;005;48;50.0;;Irányi utca;2;
10863;005;83;119.0;;Apáczai Csere János utca;2;1.0
10864;001;89;78.0;;Alagút utca;2;2.0
10865;003;60;48.9;;Óbuda-Óváros;3;
10866;011;76;45.0;;Kőérberek;4;
10867;013;79;114.5;50.0;Angyalföld - Lőportárdűlő;4;
10868;010;54;49.9;;Kőbánya - Óhegy;2;
10869;017;83;60.0;8.0;Rákoskeresztúri lakótelep;4;
10870;022;103;58.2;;Budafok;6;
10871;013;76;78.9;;Váci út;2;1.0
10872;011;43;45.0;;Lágymányos - Műegyetem környéke;1;
10873;013;41;29.0;;Szent László út;1;
10874;009;43;44.9;;Lónyay utca;1;1.0
10875;009;109;89.0;;Ráday utca;3;
10876;014;66;68.8;6.0;Törökőr;3;
10877;014;77;95.2;18.0;Törökőr;4;
10878;008;96;58.7;;Bérkocsis utca;3;
10879;008;55;34.9;;Víg utca;2;
10880;014;75;62.5;5.0;Törökőr;3;
10881;003;65;45.9;;Búvár utca;3;
10882;012;43;68.0;;Orbánhegy;1;
10883;002;95;119.5;;Országút;2;1.0
10884;013;33;33.9;;Újlipótváros;1;
10885;007;108;97.0;;Külső-Erzsébetváros;6;
10886;007;95;69.9;;Hársfa utca;3;
10887;023;67;44.9;4.0;Soroksár-Újtelep;2;1.0
10888;013;74;55.0;0.5;Tatai utca;2;2.0
10889;007;98;83.8;;Erzsébet körút;4;
10890;007;76;60.0;;Bethlen Gábor utca;3;
10891;007;63;55.0;;Király utca;2;
10892;007;89;56.0;;Rottenbiller utca;3;
10893;007;90;69.9;2.0;Hernád utca;3;
10894;015;52;39.99;;Újpalota;3;
10895;002;63;85.0;;Szemlőhegy;2;
10896;012;43;68.0;;Orbánhegy;1;
10897;001;80;88.0;;Víziváros;3;
10898;013;55;56.01;3.0;Angyalföld;3;
10899;006;107;97.9;;Izabella utca;3;
10900;007;98;79.0;;Holló utca;4;
10901;022;51;36.99;;Sörház utca;1;2.0
10902;007;111;96.0;4.0;Külső-Erzsébetváros - Ligetváros;3;
10903;003;67;64.9;4.0;Silvanus sétány;2;2.0
10904;013;60;56.8;7.0;Vizafogó;2;
10905;006;59;52.9;;Izabella utca;2;
10906;007;67;54.9;;Vörösmarty utca;2;
10907;008;83;69.9;;Baross utca;2;1.0
10908;013;71;52.99;4.0;Váci út;2;1.0
10909;004;52;69.01;6.0;Újpest-Központ;2;
10910;004;45;63.95;5.0;Újpest-Központ;1;1.0
10911;004;42;56.76;2.0;Újpest-Központ;1;1.0
10912;004;64;85.91;6.0;Újpest-Központ;3;
10913;004;63;85.45;6.0;Újpest-Központ;2;1.0
10914;004;66;84.5;5.0;Újpest-Központ;2;1.0
10915;004;63;84.44;5.0;Újpest-Központ;2;1.0
10916;004;55;84.37;11.0;Újpest-Központ;1;2.0
10917;004;62;84.32;5.0;Újpest-Központ;1;2.0
10918;004;62;83.33;4.0;Újpest-Központ;2;1.0
10919;004;62;81.73;3.0;Újpest-Központ;3;
10920;004;60;80.99;5.0;Újpest-Központ;2;1.0
10921;004;61;80.72;3.0;Újpest-Központ;3;
10922;004;51;78.46;10.0;Újpest-Központ;1;2.0
10923;004;74;92.27;5.0;Újpest-Központ;2;2.0
10924;004;129;212.13;18.0;Újpest-Központ;5;
10925;004;126;212.26;22.0;Újpest-Központ;5;
10926;014;52;50.5;4.0;Nezsider park;2;
10927;008;64;105.0;;Corvin sétány;2;1.0
10928;008;62;95.0;;Corvin sétány;2;1.0
10929;008;87;77.9;;József körút;3;
10930;006;77;77.0;;Rózsa utca;3;
10931;007;133;123.0;4.0;Rottenbiller utca;4;
10932;007;107;103.0;;Rottenbiller utca;3;
10933;007;114;99.0;3.0;Wesselényi utca;5;
10934;007;85;79.9;;Akácfa utca;3;
10935;007;70;64.9;;Almássy tér;3;
10936;006;81;79.9;;Teréz körút;2;
10937;007;88;72.9;;Dohány utca;3;
10938;006;170;135.0;3.0;Székely Bertalan utca;9;
10939;003;49;86.5;11.0;Papírgyár utca;2;
10940;014;83;79.0;27.0;Alsórákos;3;
10941;002;64;187.0;28.0;Szemlőhegy;2;
10942;015;53;38.8;;Újpalota;2;
10943;014;68;46.5;;Rákosfalva;3;
10944;011;51;48.0;7.0;Kőérberek;2;
10945;002;43;62.9;;Víziváros;1;
10946;013;86;53.9;2.0;Angyalföld;3;
10947;001;80;88.0;;Víziváros;2;1.0
10948;011;68;81.9;9.0;Kőérberek - Tóváros;3;
10949;007;11;17.1;;Középső-Erzsébetváros;1;
10950;011;53;53.6;;Budaörsi út;2;
10951;005;65;55.0;;Károly körút;2;
10952;006;55;71.9;;Rippl-Rónai utca;2;
10953;011;80;70.5;4.0;Kelenföld;1;3.0
10954;012;47;64.9;12.0;Mártonhegy;1;1.0
10955;001;38;52.0;;Jégverem utca;1;
10956;015;52;39.99;;Újpalota;3;
10957;003;133;398.0;49.0;Ürömhegy;4;
10958;001;81;89.05;;Donáti utca;2;
10959;020;63;63.0;10.0;Téglagyártó út;3;
10960;007;76;53.9;;Középső-Erzsébetváros;2;
10961;004;75;92.0;05.May;Újpest-Központ;4;
10962;015;50;36.5;;Eötvös utca;2;
10963;014;30;19.99;;Egressy út;1;
10964;008;58;44.9;;Népszínház utca;1;2.0
10965;004;53;39.9;;Virág utca;2;
10966;003;50;45.9;4.0;Juhász Gyula utca;3;
10967;004;46;51.99;;Pozsonyi utca;1;1.0
10968;014;77;65.5;1.0;Kiszugló;3;
10969;002;110;92.9;;Szász Károly utca;3;
10970;003;52;51.4;;Óbuda-Óváros;2;
10971;014;38;40.9;;Törökőr;1;
10972;014;32;36.2;;Alsórákos;1;
10973;003;49;86.5;11.0;Csillaghegy;2;
10974;013;57;39.9;;Újlipótvárosi lakótelep;2;
10975;021;58;41.9;3.0;Csepel-Kertváros;1;2.0
10976;013;51;43.89;;Angyalföld - Lőportárdűlő;2;
10977;013;33;42.2;;Angyalföld;1;
10978;014;39;39.9;;Bánki Donát utca;2;1.0
10979;015;52;36.9;;Rákospalota;2;
10980;004;35;47.8;;Újpest-Központ;1;
10981;013;70;49.9;;Váci út;2;
10982;004;129;212.13;18.0;Újpest-Központ;5;
10983;007;57;64.0;;Belső-Erzsébetváros;3;
10984;004;35;29.0;;Újpesti lakótelep;1;1.0
10985;014;82;86.5;35.0;Herminamező;4;
10986;020;28;19.99;1.0;Jósika utca;1;
10987;007;59;89.0;;Belső-Erzsébetváros;2;
10988;008;244;177.0;60.0;Józsefváros - Corvinnegyed;6;1.0
10989;019;44;28.9;;Kispest-Óváros;2;
10990;016;35;34.9;;Rákosszentmihály;1;
10991;007;50;49.9;;Dohány utca;3;
10992;006;43;36.0;;Szív utca;2;
10993;018;83;56.0;;Fenyőfa utca;4;
10994;007;160;280.0;;Akácfa utca;5;
10995;007;49;47.0;;Dembinszky utca;1;
10996;007;61;67.9;;Vörösmarty utca;2;
10997;005;87;97.5;;Október 6. utca;2;
10998;004;73;49.9;2.0;Újpesti lakótelep;2;1.0
10999;013;70;41.9;;Szabolcs utca;3;
11000;013;74;55.0;;Angyalföld - Béke-Tatai utcai lakótelep;4;
11001;007;55;65.0;;Belső-Erzsébetváros;2;
11002;002;154;175.0;20.0;Margit körút;6;
11003;005;79;129.0;;Bank utca;3;
11004;005;126;155.0;3.0;Belváros;4;
11005;013;67;59.99;;Hegedűs Gyula utca;3;1.0
11006;008;57;43.0;;Józsefváros - Orczynegyed;2;
11007;007;74;95.0;4.0;Rumbach Sebestyén utca;3;
11008;008;68;64.9;;Kisfaludy utca;2;
11009;009;41;37.9;;Középső-Ferencváros - Rehabilitációs terület;2;
11010;007;83;69.0;3.0;Rákóczi út;2;1.0
11011;001;80;88.0;;Fő utca;3;
11012;011;53;53.6;6.0;Sashegy;2;
11013;011;31;32.0;8.0;Kelenföldi lakótelep;1;
11014;006;37;33.0;;Bajnok utca;1;
11015;007;64;58.0;;Károly körút;4;
11016;009;80;69.9;;Ipar utca;3;
11017;006;107;135.9;;Jókai utca;4;
11018;006;74;74.9;1.0;Szondi utca;2;2.0
11019;006;42;42.5;1.0;Szondi utca;2;
11020;014;110;82.0;4.0;Francia út;2;
11021;005;32;46.9;;Lipótváros;1;
11022;013;102;139.9;3.0;Angyalföld - Lőportárdűlő;4;
11023;005;52;55.8;;Belváros;2;
11024;003;58;74.9;;Óbuda-Óváros;2;
11025;006;59;52.9;;Külső-Terézváros;2;
11026;006;106;175.0;34.0;Belső-Terézváros;4;
11027;011;140;111.0;;Szentimreváros;5;
11028;008;161;109.0;;Józsefváros - Csarnoknegyed;4;
11029;022;70;61.0;;Budatétény;4;
11030;015;46;42.0;;Rákospalota;2;
11031;015;28;29.7;15.0;Rákospalota;1;1.0
11032;006;144;100.19;6.0;Nagymező utca;4;
11033;007;92;68.5;;Dohány utca;3;
11034;005;65;55.0;;Károly körút;2;
11035;007;80;52.0;;Szinva utca;2;
11036;013;53;35.9;;Angyalföld;2;
11037;002;43;62.9;;Víziváros;1;1.0
11038;007;60;39.9;;Középső-Erzsébetváros;2;
11039;019;35;28.0;4.0;Deák Ferenc utca;2;
11040;002;295;330.0;;Sodrás utca;5;
11041;002;138;133.5;;Török utca;4;
11042;011;76;45.0;;Puskapor utca;4;
11043;012;44;49.9;;Kiss János altábornagy utca;2;
11044;018;54;35.9;4.0;Havanna-lakótelep;2;
11045;011;37;41.9;;Bertalan Lajos utca;1;
11046;001;93;266.0;13.0;Bérc utca;4;
11047;015;231;119.9;30.0;Pestújhely;5;
11048;006;127;174.9;;Külső-Terézváros;4;
11049;005;74;109.9;;Havas utca;2;
11050;011;53;49.5;;Gazdagréti lakótelep;3;
11051;019;31;19.9;;Kispest;1;
11052;005;69;69.0;;Belváros;4;
11053;014;120;83.5;;Nagy Lajos király útja;6;2.0
11054;017;85;69.9;;Hegyalatti utca;4;
11055;011;28;38.0;3.0;Kelenföld;1;1.0
11056;008;73;59.0;;Népszínház utca;3;
11057;006;65;58.9;;Vörösmarty utca;2;1.0
11058;015;100;89.99;26.0;Kolozsvár utca;3;1.0
11059;002;138;133.5;;Rózsadomb;4;
11060;020;27;24.9;;Pacsirtatelep;1;
11061;002;43;62.9;;Víziváros;1;1.0
11062;002;138;133.5;;Rózsadomb;4;
11063;013;16;19.7;;Angyalföld;1;
11064;015;52;36.5;;Rákospalota;2;
11065;007;30;26.9;;Nefelejcs utca;1;
11066;019;49;34.9;;Kispest;2;
11067;011;507;568.0;;Bertalan Lajos utca;22;
11068;010;76;77.9;29.0;Kőbánya - Óhegy;3;
11069;014;47;51.0;4.0;Csernyus utca;2;
11070;008;84;64.0;6.0;Osztály utca;3;
11071;013;79;66.0;;Victor Hugo utca;2;1.0
11072;006;59;61.49;;Eötvös utca;2;
11073;013;136;273.09;60.0;Victor Hugo utca;4;
11074;014;74;53.9;5.0;Kiszugló;3;
11075;011;68;83.6;2.0;Fadrusz utca;3;
11076;003;70;94.4;17.0;Csillaghegy;3;
11077;017;65;51.0;7.0;Akadémiaújtelep;3;
11078;003;65;45.99;4.0;Veder utca;3;
11079;014;66;82.9;7.0;Istvánmező;3;
11080;014;56;49.0;;Bolgárkertész utca;2;
11081;017;65;51.0;7.0;Akadémiaújtelep;3;
11082;002;43;59.0;;Országút;1;
11083;007;72;79.7;4.0;Almássy tér;3;
11084;020;50;39.9;;Kulcsár utca;2;
11085;015;50;36.5;;Rákospalota;2;
11086;011;18;10.41;;Budafoki út;1;
11087;009;72;57.9;;Mester utca;2;
11088;005;64;78.0;;Bajcsy-Zsilinszky út;4;
11089;003;66;41.5;4.0;Békásmegyeri lakótelep Duna felől;3;
11090;001;106;219.0;11.0;Gellérthegy;3;
11091;007;59;89.9;;Belső-Erzsébetváros;2;
11092;008;47;52.5;8.0;Práter utca;2;
11093;003;47;53.9;15.0;Rómaifürdő - Pók utcai lakótelep;2;
11094;001;7;18.0;;Krisztina körút;0;1.0
11095;008;40;49.7;;Fiumei út;2;
11096;006;29;62.35;01.Apr;Király utca;1;
11097;003;86;101.25;18.26;Pusztakúti út;4;
11098;003;79;92.54;20.74;Pusztakúti út;3;
11099;003;86;102.12;18.26;Pusztakúti út;3;1.0
11100;003;47;71.92;20.0;Pusztakúti út;2;
11101;009;76;85.3;13.49;Lenhossék utca;3;
11102;009;49;61.0;12.66;Lenhossék utca;2;
11103;003;79;90.88;20.55;Pusztakúti út;3;
11104;013;52;65.3;10.34;Angyalföldi út;2;
11105;013;54;64.9;23.Aug;Angyalföldi út;2;
11106;006;61;99.85;12.86;Király utca;3;
11107;008;68;78.8;16.0;Magdolna utca;3;
11108;003;75;85.82;13.0;Pusztakúti út;3;
11109;013;67;90.2;31.23;Angyalföldi út;3;
11110;013;51;63.0;10.33;Angyalföldi út;2;
11111;006;75;54.9;;Aradi utca;2;
11112;013;53;52.5;3.0;Angyalföld;2;
11113;003;110;141.39;157.43;Pusztakúti út;5;
11114;003;46;67.81;30.Mar;Pusztakúti út;2;
11115;011;50;67.1;18.0;Szerenád utca;3;
11116;017;60;70.9;23.96;Borsó utca;3;
11117;006;53;43.9;;Vörösmarty utca;2;
11118;011;78;83.0;13.0;Kelenföld;3;
11119;016;83;79.8;02.Apr;Iglói utca;3;
11120;006;70;46.4;;Király utca;5;
11121;003;72;116.27;87.67;Pusztakúti út;3;
11122;014;57;49.99;6.0;Lipótvár utca;2;1.0
11123;013;47;58.8;11.0;Csata utca;2;
11124;006;113;149.99;16.68;Szondi utca;5;
11125;013;77;77.9;13.0;Angyalföldi út;2;
11126;017;96;114.9;56.56;Borsó utca;4;
11127;008;66;45.9;;Baross utca;4;
11128;008;28;44.5;14.62;Józsefváros - Magdolnanegyed;1;
11129;018;35;31.0;;Újpéteritelep;2;
11130;008;47;32.9;;Baross utca;1;
11131;003;66;39.9;4.0;Bécsi út;2;1.0
11132;015;67;64.65;5.0;Szántóföld utca;3;
11133;003;95;134.93;60.92;Pusztakúti út;4;
11134;013;76;47.0;;Angyalföld - Lőportárdűlő;3;
11135;013;51;39.9;;Dagály utca;1;1.0
11136;013;124;99.0;;Váci út;3;1.0
11137;005;85;96.0;;Lipótváros;3;
11138;011;96;144.5;27.71;Kánai út;4;
11139;017;54;67.8;28.71;Borsó utca;3;
11140;013;74;51.9;;Angyalföld;2;
11141;019;61;60.63;8.51;Zrínyi utca;2;
11142;003;43;77.33;21.35;Pusztakúti út;2;
11143;017;109;127.9;58.99;Borsó utca;5;
11144;001;199;315.38;;Toldy Ferenc utca;4;
11145;011;80;124.9;32.0;Kelenföld;3;
11146;018;35;31.9;5.49;Margó Tivadar utca;1;
11147;005;162;154.9;3.0;Molnár utca;6;
11148;009;71;65.0;2.0;Pápay István utca;2;
11149;006;107;136.0;;Teréz körút;4;
11150;017;69;78.98;27.0;Naplás út;3;
11151;008;69;54.9;;Szentkirályi utca;2;
11152;017;89;93.89;26.78;Naplás út;4;
11153;017;42;66.1;60.71;Borsó utca;2;
11154;003;80;133.0;141.0;Sereg utca;3;
11155;013;54;68.9;11.59;Kucsma utca;2;
11156;007;49;34.4;;Dózsa György út;2;
11157;011;65;91.09;Feb.35;Szerenád utca;3;
11158;002;74;169.0;13.0;Vérhalom utca;3;
11159;005;51;75.0;;Sas utca 14.;1;
11160;008;52;37.1;;Kálvin tér;2;
11161;008;103;77.9;;Kiss József utca;4;
11162;007;90;67.49;2.0;Hernád utca;3;
11163;011;61;86.7;13.24;Kelenföld;3;
11164;003;62;77.66;18.0;Pusztakúti út;3;
11165;008;79;63.0;;Baross utca;3;
11166;007;81;74.9;3.0;Dohány utca;3;
11167;006;82;65.0;;Külső-Terézváros;3;
11168;009;91;89.99;7.0;Viola utca;4;
11169;012;120;230.0;80.0;Denevér út;4;
11170;003;75;102.55;Sept.57;Pusztakúti út;3;
11171;019;47;48.05;07.Jul;Zrínyi utca;2;
11172;013;92;113.9;18.Oct;Kucsma utca;4;
11173;006;43;56.99;1.34;Szondi utca;2;
11174;011;49;66.0;18.64;Fehérvári út;2;
11175;005;67;95.0;;Sas utca 14.;2;
11176;003;160;129.0;20.0;Csillaghegy;3;
11177;009;81;78.9;1.0;Angyal utca;3;
11178;013;117;95.8;;Váci út;3;1.0
11179;018;70;52.0;10.0;Újpéteritelep;2;
11180;013;88;89.0;17.0;Angyalföldi út;4;
11181;011;68;95.7;11.52;Kánai út;3;
11182;017;108;138.4;101.0;Borsó utca;5;
11183;006;130;165.0;;Liszt Ferenc tér;4;
11184;012;191;180.0;42.0;Irhás árok;4;
11185;011;148;151.5;26.0;Őrmező;6;
11186;019;32;36.89;26.Apr;Zrínyi utca;1;
11187;008;72;52.99;;Kun utca;3;
11188;017;98;134.9;92.59;Borsó utca;4;
11189;005;122;149.9;;Belváros;4;
11190;008;40;29.9;;Baross utca;2;
11191;018;62;54.9;12.0;Bocskai utca;1;2.0
11192;008;76;48.35;1.0;Baross utca;2;
11193;011;57;43.4;;Október huszonharmadika utca;2;
11194;018;81;59.9;60.0;Szent Lőrinc-lakótelep;3;
11195;013;92;118.9;12.85;Kucsma utca;4;
11196;011;91;69.9;3.0;Csonka János tér;3;
11197;011;125;135.9;3.0;Budafoki út;4;
11198;008;73;54.8;6.0;Leonardo da Vinci utca;2;1.0
11199;013;75;65.9;5.0;Lehel utca;3;
11200;012;142;185.0;80.0;Irhás árok;3;1.0
11201;008;95;51.0;;József körút;3;
11202;006;122;99.5;;Teréz körút;5;
11203;013;83;89.05;3.0;Nyugati tér;3;
11204;013;155;148.0;77.0;Angyalföldi út;4;
11205;010;68;39.5;6.0;Gőzmozdony utca;3;
11206;002;81;72.9;;Országút;2;1.0
11207;005;110;235.0;3.0;Steindl Imre utca;3;
11208;014;148;116.5;16.0;Istvánmező;4;
11209;005;102;159.9;;Falk Miksa utca;3;
11210;011;89;69.9;;Dombóvári út;3;
11211;011;160;166.0;8.0;Kelenhegyi út;3;
11212;022;47;23.0;;Kossuth Lajos utca 76.;1;1.0
11213;008;32;40.9;7.0;Józsefváros - Losoncinegyed;1;
11214;019;51;49.43;12.Feb;Zrínyi utca;2;
11215;007;42;39.9;;Rottenbiller utca;2;
11216;007;59;59.9;;Wesselényi utca;2;
11217;007;69;62.5;;Barcsay utca;2;
11218;011;84;111.6;19.18;Kánai út;4;
11219;006;46;84.9;8.0;Benczúr utca;2;
11220;009;83;65.9;;Ipar utca;3;
11221;011;69;134.9;127.0;Péterhegyi út;3;
11222;008;74;45.9;;József körút;4;1.0
11223;011;46;59.65;13.65;Szerenád utca;2;
11224;007;47;39.99;;Nefelejcs utca;1;
11225;006;54;48.9;;Rózsa utca;2;
11226;007;89;99.0;;Kazinczy utca;3;
11227;013;83;103.9;25.0;Kucsma utca;4;
11228;008;105;59.9;;Üllői út;2;
11229;016;90;76.9;9.0;Rákosszentmihály;3;
11230;005;184;239.0;5.0;Lipótváros;4;
11231;009;88;65.0;20.0;Tompa utca;2;
11232;013;42;38.9;4.0;Angyalföld;1;1.0
11233;010;40;44.02;07.May;Zágrábi utca;1;
11234;003;59;73.9;12.0;Nánási út;2;
11235;007;43;59.37;;Dob utca;2;
11236;002;129;158.5;;Szeréna út;4;
11237;011;31;49.2;7.85;Kánai út;1;
11238;008;62;70.7;4.0;Józsefváros - Losoncinegyed;3;
11239;005;103;202.0;;Kígyó utca;3;
11240;020;53;55.99;4.0;Fiume utca;1;2.0
11241;014;45;20.9;;Várna utca;2;
11242;008;85;69.9;;Szentkirályi utca;3;
11243;016;90;64.9;7.0;Sashalom;3;
11244;007;66;52.9;;Középső-Erzsébetváros;3;
11245;007;68;63.0;;Csengery utca;4;
11246;008;74;56.9;3.0;Józsefváros - Csarnoknegyed;2;
11247;006;98;84.5;2.0;Ó utca;3;
11248;002;90;108.0;;Kurucles;2;1.0
11249;002;110;124.9;30.0;II/A kerület - Máriaremete;3;2.0
11250;018;48;29.9;250.0;Bókaytelep;2;
11251;002;132;220.0;20.0;Szépilona;4;
11252;003;47;49.9;3.0;Gyenes utca;2;
11253;014;76;83.9;8.0;Alsórákos;3;
11254;011;108;94.0;3.0;Szentimreváros;4;1.0
11255;019;75;74.06;8.45;Zrínyi utca;3;
11256;006;70;52.9;;Szobi utca;2;
11257;014;155;115.0;16.0;Stefánia út;4;
11258;014;155;115.0;16.0;Stefánia út;4;
11259;005;79;129.0;;Bank utca;3;
11260;007;67;57.9;;Hernád utca;3;
11261;013;54;67.9;11.0;Vizafogó - Marinapart;2;
11262;009;122;88.9;8.0;Mester utca;5;
11263;006;79;99.0;;Mozsár utca;2;
11264;012;113;79.9;;Győri út;3;1.0
11265;017;77;107.4;102.0;Borsó utca;3;
11266;002;145;325.0;7.0;Lipótmező;5;
11267;004;70;43.5;;Újpesti lakótelep;2;
11268;001;94;280.0;;Tárnok utca;4;
11269;013;92;57.9;;Gogol utca;3;
11270;018;81;69.9;39.0;Bocskai utca;3;1.0
11271;009;68;63.5;;Viola utca;2;
11272;007;118;92.9;;Akácfa utca;3;
11273;014;40;30.8;;Erzsébet királyné útja;1;1.0
11274;006;84;159.9;;Belső-Terézváros;3;
11275;013;43;57.9;13.0;Kucsma utca;2;
11276;008;121;48.9;;Józsefváros - Losoncinegyed;5;
11277;009;93;49.9;2.0;Üllői út;2;2.0
11278;014;69;79.86;09.Jun;Törökőr;3;
11279;009;55;42.9;5.0;Dési Huber utca;2;
11280;009;56;52.0;;Belső-Ferencváros;4;
11281;021;50;40.9;12.0;Csepel-Királyerdő;2;
11282;007;37;36.9;;Almássy tér;1;
11283;006;53;39.9;;Andrássy út;1;1.0
11284;009;71;98.0;7.0;Kálvin tér;2;1.0
11285;007;128;125.0;9.0;Klauzál tér;4;
11286;008;30;35.9;;Baross utca;1;
11287;002;88;88.4;;Újlak;3;1.0
11288;007;63;59.99;;Wesselényi utca;2;
11289;009;73;49.0;;Belső-Ferencváros;2;1.0
11290;014;69;59.5;;Kövér Lajos utca;2;1.0
11291;002;81;65.9;;Tölgyfa utca;2;1.0
11292;007;65;69.9;5.0;Akácfa utca;3;1.0
11293;007;49;64.93;;Holló utca;2;
11294;007;49;54.9;;Bethlen Gábor tér;2;
11295;013;87;110.0;20.0;Mura utca;3;
11296;009;58;56.7;4.0;Haller utca;2;
11297;019;58;57.86;8.56;Zrínyi utca;3;
11298;005;79;129.0;;Lipótváros;3;
11299;015;92;81.12;;Szántóföld utca;4;
11300;006;74;84.9;;Belső-Terézváros;3;
11301;011;46;70.0;22.63;Kánai út;2;
11302;005;70;125.0;4.0;Október 6. utca;2;
11303;015;92;83.08;17.0;Szántóföld utca;4;
11304;002;74;71.9;;Margit körút;2;
11305;009;99;73.9;;Mester utca;3;
11306;008;107;75.0;;Józsefváros - Népszínháznegyed;4;
11307;013;92;112.9;10.0;Kucsma utca;4;
11308;008;38;51.99;3.0;Józsefváros - Csarnoknegyed;2;
11309;019;50;48.87;02.Mar;Zrínyi utca;2;
11310;005;100;196.65;10.0;Balassi Bálint utca;3;
11311;008;76;75.0;;Práter utca;3;
11312;008;32;41.3;05.Jun;Baross utca;1;
11313;002;98;119.0;14.0;II/A kerület - Remetekertváros;3;
11314;008;33;21.0;;Józsefváros - Népszínháznegyed;1;
11315;008;76;48.85;1.0;Baross utca;2;
11316;021;24;20.5;;Szent István út;1;
11317;016;49;32.9;;Vámosgyörk utca;1;
11318;013;85;119.9;2.0;Pozsonyi út;3;
11319;007;47;52.9;;Király utca;2;
11320;008;83;69.9;;Józsefváros - Corvinnegyed;3;
11321;008;93;57.9;;Vay Ádám utca;3;
11322;005;112;149.0;;Sas utca 14.;4;
11323;011;96;84.9;;Kelenföld;3;
11324;012;82;58.9;;Schwartzer Ferenc utca;2;1.0
11325;002;85;108.0;9.0;Labanc út;3;1.0
11326;013;74;54.99;;Angyalföld - Béke-Tatai utcai lakótelep;1;3.0
11327;008;96;54.9;;Auróra utca;3;
11328;001;47;116.93;;Úri utca;1;1.0
11329;011;84;75.0;3.0;Hamzsabégi út;3;1.0
11330;003;240;218.7;320.0;Testvérhegy;4;
11331;003;50;35.0;4.0;Kaszásdűlői lakótelep;2;
11332;013;86;66.9;;Dózsa György út;3;1.0
11333;006;42;45.0;;Andrássy út;1;2.0
11334;019;51;49.8;26.Apr;Zrínyi utca;2;
